name,category,city,phone,rating,reviews_count,website,instagram,facebook,digital_presence,instagram_followers,facebook_followers,opportunity_score,estimated_ltv,recommended_pitch,tier
Dezert Makeover Studio Tirur,Beauty Parlour,Tirur,919645960111.0,4.8,831.0,,,,none,,,98,195000,"You have 831 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
JOANDGUY BRIDAL MAKE-UP STUDIO & UNISEX FAMILY SALON,Beauty Parlour,Ranni,918848201892.0,4.7,809.0,,,,none,,,98,195000,"You have 809 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Popular Event Management | Catering & Stage Decoration Kollam And Kottarakara,Event Management Company,Kollam,919526041701.0,4.8,798.0,,,,none,,,98,1560000,"You have 798 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
FTV Salon MG Road Kochi,Beauty Parlour,Kochi,918089069996.0,4.8,765.0,,https://www.instagram.com/ftvsalonmgroad_kochi?igsh=dG9iejEwb2cwaTJr,,social_only,,,90,195000,"You have 765 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Santhosham Weddings,Clothing Store,Kuthuparamba,917736766050.0,4.6,738.0,,,,none,,,98,195000,"You have 738 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Anitha's Angel Unisex Salon,Beauty Parlour,Pathanamthitta,919496241000.0,4.7,725.0,,,,none,,,98,195000,"You have 725 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
The Makeover Bridal & Designing Studio,Make-up Artist,Thiruvananthapuram,918086145731.0,4.9,716.0,,,,none,,,100,195000,"You have 716 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Aiswarya Makeup Gallery & Academy,Beauty Parlour,Thrissur,919544473927.0,4.9,716.0,,https://instagram.com/aiswaryamakeupgallery?igshid=OGQ5ZDc2ODk2ZA%3D%3D,,social_only,,,90,195000,"You have 716 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Skin Sense Clinic,Dermatologist,Kannur,917356357776.0,4.7,684.0,,,,none,,,98,195000,"You have 684 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
ADONIS BEAUTY LOUNGE,Beauty Parlour,Kozhikode,919895888157.0,4.9,676.0,,,,none,,,100,195000,"You have 676 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Handsome Unisex Beauty Parlour& Bridal Make Up,Beauty Parlour,Kanhangad,919539071201.0,4.9,671.0,,https://www.instagram.com/beautyandguy_salon?igsh=ZjR3czc2NjdvZW5o,,social_only,,,88,195000,"You have 671 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Regal's Lovely Lady Beauty Parlour,Beauty Parlour,Kottakkal,919495885886.0,4.7,662.0,,,,none,,,98,195000,"You have 662 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Queens Innovation | Beauty Parlour & Makeup Studio In Kannur,Beauty Parlour,Kannur,919847231492.0,4.5,662.0,,https://www.instagram.com/queens_innovation_?igsh=MWR0M3FieXAzeDllaA%3D%3D,,social_only,,,88,195000,"You have 662 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Bethsheba Makeup Studio ( ബെത്ഷേബാ മേക്കപ്പ് സ്റ്റുഡിയോ ),Beauty Parlour,Mallappally,918848153139.0,4.9,661.0,,,,none,,,98,195000,"You have 661 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Naturals,Beauty Parlour,Thrissur,917559011658.0,4.8,655.0,,,,none,,,100,195000,"You have 655 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Pink Hair And Bridal Makeovers Studio,Beauty Parlour,Puthukkad,919567365875.0,4.9,639.0,,,,none,,,98,195000,"You have 639 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
CHAMAYAM UNISEX SALON & MAKEOVER STUDIO,Beauty Parlour,Kallambalam,919747197235.0,4.8,638.0,,,,none,,,98,195000,"You have 638 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Essensuals By Toni&guy Malappuram,Hair Salon,Malappuram,918089224345.0,4.5,611.0,,https://www.instagram.com/toniandguymalappuram,,social_only,,,88,195000,"You have 611 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
IMAC Institute Of Makeup & Cosmetology PVT.LTD,Training Center,Kozhikode,919387262626.0,4.8,607.0,,,,none,,,100,195000,"You have 607 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Inst-aura Mens Makeover Studio,Beauty Parlour,Guruvayur,918592004400.0,4.7,597.0,,,,none,,,98,195000,"You have 597 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
CZARO,Beauty Parlour,Thaikkad,918089695393.0,4.8,594.0,,,,none,,,98,195000,"You have 594 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Amigos Unisex Makeup Studio & Beauty Spa,Beauty Parlour,Iringaprom,919847880245.0,4.6,592.0,,https://www.instagram.com/amigos_guruvayoor?igsh=MzVna3NrNW92Mmx1,,social_only,,,88,195000,"You have 592 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Lavandis Convention Centre,Convention Center,Kozhikode,917510555111.0,4.5,589.0,,,,none,,,100,195000,"You have 589 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Pink Bridal Makeovers & Pink Panther Family Salon,Beauty Parlour,Thiruvananthapuram,919895655556.0,4.7,568.0,,,https://www.facebook.com/share/eeyXiNfup2REGPtg/?mibextid=qi2Omg,social_only,,,90,195000,"You have 568 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Tejaswi Beauty Care & Make Up Studio,Supermarket,Thiruvananthapuram,919586725274.0,4.9,547.0,,,,none,,,100,195000,"You have 547 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
WHITE ROSE EVENTS MANKADA,Event Management Company,Perinthalmanna,918943715555.0,4.8,546.0,,,,none,,,98,1560000,"You have 546 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Rans Beauty Salon And Bridal Makeover Studio,Beauty Parlour,Kochi,914844012220.0,4.9,539.0,,,,none,,,100,195000,"You have 539 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
HS Mehndi Wedding Mall,Clothing Store,Chavakkad,914872500402.0,4.7,535.0,,,,none,,,98,195000,"You have 535 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
OLEY Makeup Studio & Accademy,Beauty Parlour,Konni,919961508520.0,4.7,523.0,,,,none,,,98,195000,"You have 523 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Panache Hair Skin Makeup- Beauty Parlour Kochi, Bridal Makeup Kochi, Microblading Kochi, Hair Extensions Kochi",Beauty Parlour,Kochi,917558050777.0,4.6,523.0,,,,none,,,100,195000,"You have 523 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
MEHNDI BRIDAL MAKEUP STUDIO,Beauty Parlour,Cherthala,919074103342.0,4.8,517.0,,,,none,,,98,195000,"You have 517 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Rock Paper Unisex Salon | Bride & Groom Wedding Makeover Studio Lekshminada,Beauty Parlour,Kollam,919895325333.0,4.6,511.0,,,,none,,,98,195000,"You have 511 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
D Salon,Beauty Parlour,Neriamangalam,917306149154.0,4.9,505.0,,,,none,,,98,195000,"You have 505 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Laksh Unisex Salon,Beauty Parlour,Kozhencherry,916282175286.0,4.7,504.0,,,,none,,,98,195000,"You have 504 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
BLUBY SIGNATURE SALON,Beauty Parlour,Palakkad,918086353353.0,4.7,499.0,,,,none,,,98,195000,"You have 499 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
City Collections Thrissur | Cosmetics | Salon Furniture | Salon Equipment,Beauty Products Wholesaler,Thrissur,919605351230.0,4.9,495.0,,,,none,,,100,195000,"You have 495 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Collab Hair Makeup Studio,Beauty Parlour,Kozhikode,919961993029.0,4.7,472.0,,,,none,,,100,195000,"You have 472 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
𝐒𝐮𝐢𝐭𝐛𝐚𝐞 | 𝐓𝐡𝐞 𝐏𝐫𝐞𝐦𝐢𝐮𝐦 𝐒𝐮𝐢𝐭 𝐑𝐞𝐧𝐭𝐚𝐥𝐬,Wedding Dress Rental Service,Kattappana,919961336914.0,4.9,471.0,,,,none,,,98,195000,"You have 471 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Natural Beauty Parlour And Makeup Studio,Beauty Parlour,Alakode,919446738784.0,4.7,465.0,,https://www.instagram.com/shalas_natural_makeupstudio/,,social_only,,,88,195000,"You have 465 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Reethi Beauty Salon And Bridal Makeup Studio,Beauty Parlour,Konni,919605381227.0,5.0,456.0,,,,none,,,98,195000,"You have 456 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Ayna Beauty Parlour,Beauty Parlour,Kochi,918848786460.0,4.8,453.0,,,,none,,,100,195000,"You have 453 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Glaze Makeup Studio And Beauty Salon,Make-up Artist,Kothamangalam,919495444308.0,4.8,444.0,,,,none,,,98,195000,"You have 444 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Bhanu Kalaivani Wedding Make-up Studio Kerala India,Make-up Artist,Ernakulam,919497444473.0,5.0,430.0,,,,none,,,98,195000,"You have 430 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
The Beauty Heaven,Beauty Parlour,Kollam,,4.9,423.0,,https://www.instagram.com/thebeautyheaven2025?igsh=b2h2anBpcHpvNnJ0,,social_only,,,78,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sindhuram Beauty Parlour,Beauty Parlour,Kochi,919447361112.0,4.9,422.0,,,https://www.facebook.com/123645799541417/posts/123685276204136/?flite=scwspnss,social_only,,,90,195000,"You have 422 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Lechus Beauty Parlor,love Dale, Eranat Temple Road,palluruthy, Kochi-682006",Beauty Parlour,Kochi,919446092839.0,4.9,421.0,,,,none,,,100,195000,"You have 421 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Era Makeovers Family Beauty Parlour Kottakkal,Beauty Parlour,Kottakkal,917025122122.0,4.8,411.0,,,,none,,,98,195000,"You have 411 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Manavatty Makeup Studio,Beauty Parlour,Kottayam,919447897433.0,4.8,410.0,,https://www.instagram.com/manavattymakeupstudio?igsh=YnhmYnd0MXN2N3Nm,,social_only,,,88,195000,"You have 410 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Joandguy Luxury Salon,Make-up Artist,Ranni,,4.7,409.0,,,,none,,,88,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
A To Z Events & Caters Thiruvanthapuram,Event Management Company,Malayinkeezh,918848780714.0,4.9,409.0,,,,none,,,98,1560000,"You have 409 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
GOLDEN CUP BRIDAL RENTAL JEWELLERY CALICUT,Bridal Shop,Kozhikode,917558093998.0,4.8,408.0,,,,none,,,100,195000,"You have 408 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Ziah Bridal Makeover-bridal Makeup Ernakulam, Bridal Makeup Kochi, Bridal Makeup Tripunithura, Freelance Makeup Artist Kochi",Make-up Artist,Ernakulam,919447668473.0,5.0,407.0,,,,none,,,98,195000,"You have 407 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Art Hub Tattoos,Tattoo Shop,Varkala,919447326072.0,5.0,405.0,,,,none,,,98,195000,"You have 405 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"AURA MAKEUP STUDIO KATTAPANA ( ഓറാ മേക്കപ്പ് സ്റ്റുഡിയോ, കട്ടപ്പന )",Beauty Parlour,Kattappana,919656745325.0,4.6,396.0,,,,none,,,98,195000,"You have 396 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
GOLDEN CUP BRIDAL RENTAL JEWELLERY THRISSUR,Bridal Shop,Thrissur,917994323998.0,4.9,394.0,,,,none,,,100,195000,"You have 394 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
BE TO BE EVENTS,Event Management Company,Kattappana,919605091284.0,4.9,387.0,,,,none,,,98,1560000,"You have 387 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Haritha Beauty Parlour,Beauty Parlour,Muttom,918075065906.0,4.5,386.0,,,,none,,,98,195000,"You have 386 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Aadityaa Beauty Clinic And Bridal Make Up Studio,Beauty Parlour,Kozhikode,919656032406.0,4.7,382.0,,,,none,,,100,195000,"You have 382 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Essensuals Hairdressing By Toni&guy, Kattapana",Beauty Parlour,Kattappana,919074409074.0,4.7,381.0,,,,none,,,98,195000,"You have 381 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Akshay's Rent A Car,Car Rental Agency,Guruvayur,918592990699.0,4.9,381.0,,,,none,,,98,195000,"You have 381 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Pride Kitchen Caterers & Events,Catering Food And Drink Supplier,Thrissur,918138002333.0,4.9,378.0,,,,none,,,100,195000,"You have 378 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Magnet Family Salon,Beauty Parlour,Kannur,917012838193.0,4.8,377.0,,,,none,,,98,195000,"You have 377 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Ygary Bridal Make Up Studio & Salon,Beauty Parlour,Guruvayur,,4.9,372.0,,https://instagram.com/ygarybridesofficial?igshid=MzRlODBiNWFlZA%3D%3D,,social_only,,,78,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Cochin Rahumania Caterers,Caterer,Thiruvananthapuram,919895344807.0,4.8,371.0,,,,none,,,100,390000,"You have 371 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
GREEN NEST KUMBALANGI,Wedding Venue,Kochi,918086379668.0,4.7,368.0,,https://instagram.com/greennest_kumbalangi?igshid=ZDc4ODBmNjlmNQ%3D%3D,,social_only,,,90,1170000,"You have 368 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Nez Bridal Studio &family Salon, Asramam Rd, Uliyacovileast, Kollam691002",Beauty Parlour,Kollam,,4.7,367.0,,,,none,,,88,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Unique Beauty And Spa Kasaragod,Beauty Parlour,Kasaragod,918590916919.0,4.9,365.0,,,https://www.facebook.com/uniquebeautyandspakhd/,social_only,,,88,195000,"You have 365 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Urban Rituals | Unisex Salon | Fashion,Beauty Parlour,Kozhikode,918089001123.0,4.5,363.0,,,,none,,,100,195000,"You have 363 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Dain's Bridal Studio,Beauty Parlour,Kothamangalam,918921122476.0,4.8,356.0,,,,none,,,98,195000,"You have 356 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Muhabath Catering & Event Management,Caterer,Pulloormukku,919446807488.0,4.8,354.0,,http://www.instagram.com/muhabath_catering_,,social_only,,,88,390000,"You have 354 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Monaliza Makeup Studio,Make-up Artist,Kakkasseri,919388132080.0,4.8,352.0,,https://instagram.com/monaliza.online?igshid=MzNlNGNkZWQ4Mg%3D%3D,,social_only,,,88,195000,"You have 352 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Nice Photography,Wedding Photographer,Palakkad,919645912200.0,4.9,352.0,,https://www.instagram.com/nicephotographykerala/?hl=en,,social_only,,,88,585000,"You have 352 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
