name,category,city,phone,rating,reviews_count,website,instagram,facebook,digital_presence,instagram_followers,facebook_followers,opportunity_score,estimated_ltv,recommended_pitch,tier
SV Decorations Hire Service,Event Planner,Thiruvananthapuram,914712310552.0,4.7,58.0,,,,none,,,90,975000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Thulasi Enterprises,Event Management Company,Thiruvananthapuram,919048277116.0,4.6,86.0,,,,none,,,90,780000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Aachoos Makeover Studio,Beauty Parlour,Thiruvananthapuram,917736397153.0,4.9,64.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Le Brow Makeover Academy,Hair Salon,Thiruvananthapuram,919207798771.0,5.0,95.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Emmus Makeover Studio,Beauty Parlour,Thiruvananthapuram,919605359801.0,4.8,66.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
VIVA Beauty Parlour & Makeup Studio,Beauty Parlour,Thiruvananthapuram,919072901286.0,4.8,70.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Jaseena Kadavill Celebrity Makeup Artist,Make-up Artist,Kochi,919497805270.0,5.0,59.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
NIBS By Shahana Makeup Academy,Make-up Artist,Kochi,919037802312.0,5.0,98.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sajna Sahla Makeup & Salon,Beauty Parlour,Kochi,919544975444.0,4.7,68.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Airlines Caterers,Catering Food And Drink Supplier,Kozhikode,918129211117.0,4.9,58.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
RADIANCE CATERERS,Caterer,Thiruvananthapuram,919961385103.0,4.9,55.0,,,,none,,,90,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
CALICUT TASTE CATERING,Caterer,Kozhikode,919947123222.0,4.9,90.0,,,,none,,,90,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
VJT Hall,Hall,Thiruvananthapuram,914712477441.0,4.3,210.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Bishop Pereira Hall,Banquet Hall,Thiruvananthapuram,917511107755.0,4.0,951.0,,,,none,,,90,936000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sree Muruga Auditorium,Auditorium,Thiruvananthapuram,914722889370.0,4.0,307.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
AMBIENCE Auditorium,Auditorium,Kozhikode,919947888244.0,4.3,824.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Kiara Makeover Studio,Make-up Artist,Thiruvananthapuram,918891085143.0,4.9,83.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Spectrum Events,Event Management Company,Thiruvananthapuram,919747621544.0,4.8,73.0,,,,none,,,90,780000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
FILMY FOOD,Caterer,Thiruvananthapuram,919526229531.0,5.0,93.0,,,,none,,,90,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Meraki By Reshma Shankarath,Make-up Artist,Thiruvananthapuram,918921694550.0,4.8,51.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Mark N Cleo Resto Salon Makeovers & Spa,Beauty Parlour,Thiruvananthapuram,918089568605.0,4.4,463.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Darbar Biriyani And Caterers,Caterer,Thiruvananthapuram,917293663779.0,4.5,99.0,,,,none,,,90,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
VIOLET FRAMES,Wedding Photographer,Thiruvananthapuram,919544993398.0,5.0,76.0,,,,none,,,90,292500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Henna Fashionizta,Mehndi Designer,Thiruvananthapuram,919605567790.0,4.9,88.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Pushpanjali Auditorium A/C,Auditorium,Kochi,919495428822.0,4.1,1455.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Midukki Bridal Studio,Beauty Parlour,Kochi,918848656780.0,4.9,53.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Aspin Courtyards,Convention Center,Kozhikode,918547944537.0,4.2,701.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Oottupura Catering Service,Catering Food And Drink Supplier,Thiruvananthapuram,919995755895.0,4.6,72.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Pipinpopo,Event Management Company,Thrissur,919895307191.0,4.8,80.0,,,,none,,,90,780000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
P&G Weddings & Events,Wedding Planner,Thiruvananthapuram,919895509856.0,5.0,54.0,,,,none,,,90,975000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Nilaa Designs &makeover Studio,Boutique,Thiruvananthapuram,919809268065.0,4.6,60.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Dreamy Beauty Salon And Makeup Studio,Make-up Artist,Thiruvananthapuram,918111914695.0,5.0,77.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
CITY PALACE AUDITORIUM,Auditorium,Kozhikode,919847363845.0,4.2,536.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
ROSE GARDEN,Wedding Venue,Kozhikode,918078228000.0,4.3,292.0,,,,none,,,90,936000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Aswathy Beauty Parlour,Beauty Parlour,Thiruvananthapuram,919387094017.0,4.2,395.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
HENNA BY SALIHA | BRIDAL MEHANDI ARTIST,Mehndi Designer,Thiruvananthapuram,917560986576.0,4.9,76.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Rams Makeover,Beauty Parlour,Thiruvananthapuram,919048594415.0,5.0,54.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Marina Fancy Dance Collection,Costume Rental Service,Kozhikode,919895324536.0,4.6,55.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Viva Agencies Wedding Cards,Invitation Printing Service,Thrissur,918078076920.0,4.7,55.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sajith & Sujith,Beauty Parlour,Kochi,919946723616.0,4.3,2425.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Glamz Family Salon,Beauty Parlour,Kochi,918891292112.0,4.3,499.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Swaya's Bridal Makeup Ernakulam Hd Makeup Artist In Kochi Kerala,Make-up Artist,Kochi,919349027700.0,5.0,60.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Grand Square Convention Center,Banquet Hall,Kochi,,4.5,236.0,,,,none,,,90,1170000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
AGP Garden Heritage Hall,Function Room Facility,Kozhikode,919946056787.0,4.0,1146.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sumangali Auditorium,Auditorium,Kozhikode,914952302832.0,4.0,848.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Love Hearts Event Planners,Event Management Company,Thiruvananthapuram,919061644443.0,4.8,93.0,,,,none,,,90,780000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Friends & Company Event Productions,Event Management Company,Thiruvananthapuram,917306209903.0,4.9,62.0,,,,none,,,90,780000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Vinis Maquillage,Beauty Parlour,Kochi,918547157160.0,5.0,71.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Yonkers Eventos,Event Planner,Thiruvananthapuram,916238359011.0,4.9,73.0,,,,none,,,90,975000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Nu U Hair And Beauty Salon,Beauty Parlour,Kozhikode,919074533648.0,4.9,59.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
BCK KITCHEN,Restaurant Supply Store,Thiruvananthapuram,919826914130.0,4.8,50.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sree International Beauty Parlour,Beauty Parlour,Thrissur,919946186096.0,4.8,72.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Minz Beauty Parlour,Beauty Parlour,Thrissur,919895211294.0,4.8,65.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Tulips,Beauty Parlour,Thrissur,914872441373.0,4.4,1655.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Vinayaka Caterers & Kalyana Mandapam,Caterer,Kochi,914842203040.0,4.2,2780.0,,,,none,,,90,312000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Elegant Beauty Hub,Beauty Parlour,Kozhikode,917012616124.0,5.0,78.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Fille Salon And Spa,Beauty Parlour,Kozhikode,919995287144.0,4.4,380.0,,,,none,,,90,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Henna By Jesma,Mehndi Designer,Kozhikode,917510825825.0,4.9,89.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
PEACOCK BRIDAL Studio,Make-up Artist,Kozhikode,919656020245.0,4.8,78.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
MAKEUP ARTIST ARYA SURESH,Make-up Artist,Kozhikode,917561800158.0,5.0,60.0,,,,none,,,90,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
LAURA The Wedding Company,Event Management Company,Pulpally,918590069055.0,4.9,72.0,,,,none,,,88,780000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Love Shore Beauty Salon& Makeup Studio,Beauty Parlour,Chengannur,918943019886.0,4.9,90.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Yohan International Family Salon,Beauty Parlour,,918714581110.0,4.3,971.0,,,,none,,,88,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Makeup By Christeena Kurian,Make-up Artist,Thiruvalla,919447555118.0,4.9,78.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
MK90 Unisex Salon & Bridal Makeover Studio,Beauty Parlour,Pazhavangadi,918129377646.0,4.9,69.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Flora Flower Collections,Florist,Sultan Bathery,919995956591.0,4.9,96.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
BAKERS LAND,Baking Supply Store,Sultan Bathery,917760836667.0,5.0,80.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Feel Good Kitchen,Caterer,Kakkanad,917293438372.0,4.7,97.0,,,,none,,,88,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Airlines Caterers Malappuram - Best Catering Service In Kerala,Caterer,Malappuram,918139811117.0,5.0,95.0,,,,none,,,88,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Ayishaz Cakery,Cake Shop,Kannur,919544996700.0,5.0,64.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Chelakkara Nice Catering Service & Event's,Catering Food And Drink Supplier,Chelakkara,919605608946.0,4.9,53.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Venus Hotel And Catering,Restaurant,Konathukunnu,918589020220.0,4.0,653.0,,,,none,,,88,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
PRB Catering & Events,Event Management Company,Dharmadom,919947647889.0,5.0,55.0,,,,none,,,88,780000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Way4events,Event Planner,Kolayad,919526786066.0,5.0,55.0,,,,none,,,88,975000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Holidays Garden Resort,,,,4.8,276.0,,,,none,,,88,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Rachel's Makeover By Zaaya,Make-up Artist,Pulpally,919961489100.0,5.0,56.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Eshah Beauty Studio,Beauty Parlour,Kalpetta,918921953708.0,4.9,63.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Litha's Bridal Studio,Beauty Parlour,Sultan Bathery,919946001218.0,4.9,91.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
ANAKHA LISSA BRIDAL STUDIO,Make-up Artist,Mananthavady,917012000954.0,4.9,80.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Naina's Beauty Salon,Beauty Parlour,Pachillakkad,919605022990.0,4.9,72.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
CR Auditorium,Auditorium,Kannur,918111949444.0,4.2,1204.0,,,,none,,,88,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Colorgate Studio & Art Gallery,Photography Studio,Thodupuzha,919447612670.0,4.9,53.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Queens Rental Ornaments,Cosmetics Store,Adimali,,5.0,242.0,,,,none,,,88,195000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Eve's Herbal Beauty Parlour Ladies & Kids Parappur Road Kottakkal,Beauty Parlour,Kottakkal,919961267704.0,4.9,89.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Hyra Beauty Parlour,Beauty Parlour,Vengara,919061854969.0,4.9,90.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Makeup By Megha Clara,Make-up Artist,Kuravilangad,918075019085.0,4.7,84.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Vintage Unisex Makeup Studio,Beauty Parlour,Attappallam,918891930923.0,4.7,89.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sulthana Castle Venkulam,Convention Center,Oorakam,919544900025.0,4.0,257.0,,,,none,,,88,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Luxe Makeover By Sherfi - (ERNAKULAM) Professional Bridal Makeup Kochi,Make-up Artist,Edappally,918590656833.0,4.6,79.0,,,,none,,,88,97500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
JESS EVENTS,Event Management Company,Nenmanikkara,919946524414.0,4.9,75.0,,,,none,,,88,780000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Hilltop Auditorium,Auditorium,Thalakulathur,914952850999.0,4.2,969.0,,,,none,,,88,156000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
