name,category,city,phone,rating,reviews_count,website,instagram,facebook,digital_presence,instagram_followers,facebook_followers,opportunity_score,estimated_ltv,recommended_pitch,tier
GREEN NEST KUMBALANGI,Wedding Venue,Kochi,918086379668.0,4.7,368.0,,https://instagram.com/greennest_kumbalangi?igshid=ZDc4ODBmNjlmNQ%3D%3D,,social_only,,,90,1170000,"You have 368 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Seetharama Kalyanamandapam,Wedding Venue,Thrissur,,4.2,367.0,https://eventmanagementkerala.com/,,,full_website,,,40,720000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Vijayalakshmi Caterers & Greenkraft Events,Caterer,Kochi,917736099099.0,4.4,363.0,,,,none,,,90,312000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Muhabath Catering & Event Management,Caterer,Pulloormukku,919446807488.0,4.8,354.0,,http://www.instagram.com/muhabath_catering_,,social_only,,,88,390000,"You have 354 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Nice Photography,Wedding Photographer,Palakkad,919645912200.0,4.9,352.0,,https://www.instagram.com/nicephotographykerala/?hl=en,,social_only,,,88,585000,"You have 352 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Greenhat Photography Trivandrum,Wedding Photographer,Thiruvananthapuram,919447991164.0,4.9,345.0,https://greenhatphotography.com/,,,full_website,,,60,450000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
"Harvest Caterers Pvt Ltd | Best Caterers In Trivandrum, Kollam, Nagercoil And Kerala.",Caterer,Thiruvananthapuram,919387177775.0,4.7,345.0,https://harvestcaterers.in/,,,full_website,,,60,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
T J Sumith Photography,Wedding Photographer,Alappuzha,919446335274.0,4.9,341.0,,,,none,,,98,585000,"You have 341 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Happy Menu - Catering Services In Palakkad,Caterer,Palakkad,919400143333.0,4.8,336.0,http://www.happymenu.in/,https://www.instagram.com/happymenu_wedding_planners/,https://www.facebook.com/happymenu.in,full_website,,,58,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Adco Cateresrs & Wedding Event Management,Wedding Planner,Cherur,919847670762.0,4.8,327.0,http://adcocaterers.com/,,,full_website,,,58,1500000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Poornasree Catering,Caterer,Thrippunithura,919847111601.0,4.0,318.0,http://poornasreecatering.in/,,,full_website,,,48,240000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
VILLAGE CANOPY | Outdoor Wedding Venue,Wedding Venue,Kochi,919846969508.0,4.7,312.0,,https://www.instagram.com/village_canopy?igsh=NjN3ZmVqcXAwazdq,,social_only,,,90,1170000,"You have 312 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Oakstreet Events | Event Planners In Kochi | Wedding Planners,Wedding Planner,Kochi,917902373354.0,4.8,312.0,https://oakstreetevents.com/,,,full_website,,,60,1500000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
CHANDRALEKHA EVENTS - Hindu Wedding Stage Decorators In Ettumanoor | Hindu Wedding Stage Decoration Company In Ettumanoor,Wedding Planner,Ettumanoor,919846639498.0,5.0,298.0,http://www.chandralekhaevents.in/,,,full_website,,,58,1500000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Al-arab Catering Service,Caterer,Thiruvananthapuram,919656211113.0,4.4,296.0,http://www.al-arabcatering.com/,,,full_website,,,50,240000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
ROSE GARDEN,Wedding Venue,Kozhikode,918078228000.0,4.3,292.0,,,,none,,,90,936000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Fiestia Caterers,Caterer,Ernakulam,918089364863.0,4.9,291.0,https://www.fiestiacaters.in/,,,full_website,,,58,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
IMAGECAFE Wedding&modeling,Wedding Photographer,,919995209144.0,5.0,291.0,,,,none,,,98,585000,"You have 291 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Greenwater - Wedding Photographers Trivandrum,Wedding Photographer,Thiruvananthapuram,917559939955.0,4.8,289.0,https://www.greenwaterevents.com/,https://www.instagram.com/greenwaterweddingphotography/,https://www.facebook.com/GreenWatermovies,full_website,,,60,450000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
"""wedding Manthra"" The Budget Photographer..",Wedding Photographer,Guruvayur,919946900602.0,4.9,286.0,https://www.weddingmanthra.com/,,,full_website,,,58,450000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
"Harvest Caterers Pvt. Ltd. | Best Caterers In Ernakulam, Alappuzha And Kerala.",Caterer,Ernakulam,919387177773.0,4.6,282.0,http://harvestcaterers.in/,,,full_website,,,58,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Shine Events - Wedding Planners - Wedding Stage Decorators,Wedding Planner,,919900144664.0,4.9,281.0,https://shineevents.co.in/,,,full_website,,,58,1500000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Flavaro Catering And Event Managment,Caterer,Palakkad,918891805929.0,4.7,278.0,http://www.flavaroevents.com/,,,full_website,,,58,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Shaadhi Wedding Management,Wedding Planner,Kochi,914842001997.0,4.9,274.0,https://shaadhiweddings.com/,,,full_website,,,60,1500000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sumesh Delicious Store,Caterer,Kochi,919747474702.0,4.9,272.0,,,https://m.facebook.com/100063788149517/,social_only,,,90,390000,"You have 272 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Lalith Mahal Kalyana Mandapam,Banquet Hall,Thiruvananthapuram,919946745111.0,4.1,270.0,,,,none,,,90,936000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Odine - The Outdoor Kitchen,Caterer,Malappuram,918089916765.0,4.7,264.0,,,,none,,,98,390000,"You have 264 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Sapthathi Hall,Banquet Hall,Ernakulam,,4.1,264.0,,,,none,,,78,936000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Teetee Caterers,Caterer,,919446221849.0,4.7,262.0,http://teeteecaterers.com/,,,full_website,,,58,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
The Gitanjali Wedding House,Wedding Venue,Guruvayur,918547863302.0,4.1,256.0,https://www.gitanjaliweddinghouse.com/,,,full_website,,,48,720000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Party Minds,Caterer,Kozhikode,918129156544.0,4.8,255.0,,,,none,,,100,390000,"You have 255 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Executive Events – Medical & Corporate Event Planner,Event Planner,Kochi,919947058123.0,4.7,250.0,http://executiveevents.in/,https://www.instagram.com/executiveevents_kerala/,https://www.facebook.com/ExecutiveEventsKerala,full_website,,,60,1500000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
The Brahmins Veg Caters,Caterer,Kozhikode,919447951214.0,4.8,242.0,,,,none,,,100,390000,"You have 242 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Boniyem Caterers & Events | Best Catering In Thrissur,Caterer,Kallur Vadakkummuri,919961225004.0,4.8,241.0,https://boniyem.com/,,,full_website,,,58,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Grand Square Convention Center,Banquet Hall,Kochi,,4.5,236.0,,,,none,,,90,1170000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Maritus Events And Wedding Planners,Wedding Planner,Kochi,919061300717.0,4.7,236.0,http://www.maritus.in/,,,full_website,,,60,1500000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Soorya Catering (pure Vegetarian),Caterer,Thiruvananthapuram,919947452733.0,4.9,233.0,,,,none,,,100,390000,"You have 233 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Fours Favous Caterers | Top Caterers In Kochi | Top Caterers In Ernakulam,Caterer,Thrikkakara North,919605218629.0,4.9,232.0,http://www.foursfavous.in/,,,full_website,,,58,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Fashion Fruitz Events | Kerala Destination Weddings & Event Planners,Event Planner,Kochi,,4.9,231.0,http://www.fashionfruitz.com/,,,full_website,,,50,1500000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Mr & Mrs Wedding Planner,Wedding Planner,Kozhikode,917593900300.0,4.8,231.0,http://wedowedding.in/,,,full_website,,,60,1500000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Memories Caterers And Events,Caterer,Thiruvananthapuram,919037878484.0,5.0,228.0,http://www.memoriescaterers.com/,,,full_website,,,60,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Trivandrum Club Mini Hall,Banquet Hall,Thiruvananthapuram,,4.2,226.0,,,,none,,,80,936000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Anandam Home Caterers,Caterer,Thiruvananthapuram,919846011907.0,4.5,222.0,http://anandamhomecaterers.in/,,,full_website,,,60,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Kannampallil Dream11 Caterers & Events,Caterer,Mannar,917560868916.0,5.0,219.0,,,,none,,,98,390000,"You have 219 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Happy Weddings,Wedding Planner,Thiruvananthapuram,919895601548.0,4.5,219.0,http://thehappyweddings.com/,https://www.instagram.com/happy_weddings_events/,https://www.facebook.com/happyweddingevent,full_website,,,60,1500000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
SILVER KITCHEN OUTDOOR CATERERS,Caterer,Mulanthuruthy,919947789111.0,4.3,217.0,http://www.silverkitchencaterers.com/contact.html,,,full_website,,,48,240000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Flavours Events & Caterers,Caterer,Vellanikara,,4.8,215.0,http://www.flavourseventsandcaters.in/,,,full_website,,,48,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Abhiruchi Caterers,Caterer,Kozhikode,918943447772.0,4.9,215.0,https://abhiruchicaterers.in/,,,full_website,,,60,300000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Vibe Events & Weddings,Wedding Planner,Ernakulam,919846216888.0,4.9,215.0,,,,none,,,98,1950000,"You have 215 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Floral Wedding Stage Decoration & Event Planner,Event Planner,Kochi,918907006655.0,4.9,214.0,,,,none,,,100,1950000,"You have 214 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Rao's SQUARE - Mini Hall (A/C),Wedding Venue,Thiruvananthapuram,917356528233.0,5.0,213.0,,,,none,,,100,1170000,"You have 213 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Kannan Swami's Krishna Catering - Vegetarian Catering Services,Caterer,Thrissur,919447122744.0,4.2,207.0,https://krishna-catering.com/,,,full_website,,,50,240000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Joicy Caterers & Event Planners,Caterer,Kuzhimattom,919633301834.0,4.4,199.0,http://joicycaterers.in/,,,full_website,,,43,180000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Delicia Caterers In Malappuram,Caterer,Kozhikode,918339003003.0,4.8,197.0,https://deliciacaterers.com/,,,full_website,,,55,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Luxtales - Wedding Photography & Films - Trivandrum,Wedding Photographer,Thiruvananthapuram,919539284444.0,4.9,196.0,https://luxtales.com/,,,full_website,,,55,337500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Colours Photography,Wedding Photographer,Kannur,918281000007.0,4.9,195.0,,,,none,,,93,438750,"You have 195 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Trinity Hall,Banquet Hall,Kochi,919447178427.0,4.2,193.0,,,,none,,,85,702000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
CKV,Caterer,Palakkad,919633298987.0,4.9,191.0,,,,none,,,93,292500,"You have 191 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
VR Events And Media,Event Planner,Thiruvananthapuram,919020887712.0,4.9,190.0,https://www.vreventsandmedia.com/,,,full_website,,,55,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
NEW SAGAR EVENT MANAGEMENT,Event Planner,Thalassery,919497610786.0,4.8,187.0,,,,none,,,93,1462500,"You have 187 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
GARNISH CATERERS &CURRY WORLD,Caterer,Ernakulam,919388376719.0,4.0,187.0,http://garnishcaters.com/,,,full_website,,,43,180000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Golden Hat,Caterer,Kochi,919846094823.0,5.0,186.0,https://www.goldenhat.in/,,,full_website,,,55,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Pepper Green Wedding,Wedding Photographer,Kochi,919633065508.0,4.8,184.0,http://peppergreenwedding.com/,,,full_website,,,55,337500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Blueberry Catering Service Kannur,Caterer,Kannur,919633062705.0,4.8,184.0,http://www.blueberrycatering.in/,,,full_website,,,53,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
The Island Club Hall,Banquet Hall,Kochi,,4.2,183.0,,,,none,,,75,702000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Galaxy Caterers,Caterer,Kochi,919895101661.0,4.5,182.0,,,,none,,,95,292500,"You have 182 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
NETTOS Catering,Caterer,Ernakulam,919995217164.0,4.7,182.0,,,,none,,,93,292500,"You have 182 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Jubilee Hall,Banquet Hall,Kochi,,4.0,182.0,,,,none,,,75,702000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
GRANDIOSE CATERERS,Caterer,,,4.9,179.0,https://grandiosecaterers.com/,,,full_website,,,43,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
GRANDIOSE CATERERS,Caterer,,,4.9,179.0,https://grandiosecaterers.com/,,,full_website,,,43,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
GRANDIOSE CATERERS,Caterer,,,4.9,179.0,https://grandiosecaterers.com/,,,full_website,,,43,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
GRANDIOSE CATERERS,Caterer,,,4.9,179.0,https://grandiosecaterers.com/,,,full_website,,,43,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
GRANDIOSE CATERERS,Caterer,,919495888282.0,4.9,179.0,https://grandiosecaterers.com/,,,full_website,,,53,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
GRANDIOSE CATERERS,Caterer,,,4.9,179.0,https://grandiosecaterers.com/,,,full_website,,,43,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Fiesta Events & Catering,Caterer,Areekode,918943108000.0,4.8,179.0,http://fiestacateringcompany.com/,,,full_website,,,53,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Mantra Wedding Planners,Wedding Planner,Thiruvananthapuram,919995212757.0,5.0,178.0,http://mantraweddingplanners.com/,https://www.instagram.com/mantraweddingplanners/,https://www.facebook.com/Mantraweddingplanners,full_website,,,55,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
The Cheeseboard Caterers Pvt Ltd,Caterer,Thrissur,917736741999.0,4.7,176.0,https://thecheeseboardcaterers.com/,,,full_website,,,55,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Nakshathra Catering,Caterer,Palakkad,919947105972.0,4.3,172.0,,,,none,,,83,234000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Honest Catering,Caterer,,918907838014.0,4.7,172.0,http://www.honestcaterers.com/,,,full_website,,,53,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Madukkakuzhy Caterers & Events,Caterer,Kattappana,919447073138.0,4.8,170.0,https://madukkakuzhycaterers1.odoo.com/,,,full_website,,,53,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Eden Park Weddings,Wedding Photographer,Kochi,917306891173.0,4.8,169.0,https://edenparkweddings.com/,,,full_website,,,55,337500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
DINING STAR CATERS IRITTY | KANNUR.,Caterer,Iritty,919947812080.0,5.0,168.0,http://www.diningstariritty.com/,,,full_website,,,53,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sreelakshmi Catering,Caterer,Kalamassery,,4.8,166.0,,,,none,,,83,292500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Bespoke Wedding Films,Wedding Photographer,Thiruvananthapuram,918593030095.0,4.8,164.0,,,https://www.facebook.com/bespokeweddingfilms/,social_only,,,85,438750,"You have 164 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
