name,category,city,phone,rating,reviews_count,website,instagram,facebook,digital_presence,instagram_followers,facebook_followers,opportunity_score,estimated_ltv,recommended_pitch,tier
GREEN NEST KUMBALANGI,Wedding Venue,Kochi,918086379668.0,4.7,368.0,,https://instagram.com/greennest_kumbalangi?igshid=ZDc4ODBmNjlmNQ%3D%3D,,social_only,,,90,1170000,"You have 368 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Unique Beauty And Spa Kasaragod,Beauty Parlour,Kasaragod,918590916919.0,4.9,365.0,,,https://www.facebook.com/uniquebeautyandspakhd/,social_only,,,88,195000,"You have 365 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Dain's Bridal Studio,Beauty Parlour,Kothamangalam,918921122476.0,4.8,356.0,,,,none,,,98,195000,"You have 356 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Muhabath Catering & Event Management,Caterer,Pulloormukku,919446807488.0,4.8,354.0,,http://www.instagram.com/muhabath_catering_,,social_only,,,88,390000,"You have 354 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Monaliza Makeup Studio,Make-up Artist,Kakkasseri,919388132080.0,4.8,352.0,,https://instagram.com/monaliza.online?igshid=MzNlNGNkZWQ4Mg%3D%3D,,social_only,,,88,195000,"You have 352 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Nice Photography,Wedding Photographer,Palakkad,919645912200.0,4.9,352.0,,https://www.instagram.com/nicephotographykerala/?hl=en,,social_only,,,88,585000,"You have 352 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Blue Pink Family Salon &makeup Studio,Beauty Parlour,Pathanamthitta,918943270272.0,4.7,343.0,,,,none,,,98,195000,"You have 343 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Scentral Professional Beauty Clinic,Beauty Parlour,Alappuzha,919946804004.0,4.7,341.0,,,,none,,,98,195000,"You have 341 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
T J Sumith Photography,Wedding Photographer,Alappuzha,919446335274.0,4.9,341.0,,,,none,,,98,585000,"You have 341 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
BEAUTY PLAZA,Beauty Parlour,Varkala,917034814468.0,4.9,341.0,,,,none,,,98,195000,"You have 341 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
ചിന്താമണി കല്യാണക്കത്തുകൾ Chinthaamani Wedding Cards,Invitation Printing Service,Thiruvananthapuram,919895078041.0,4.7,339.0,,,,none,,,100,195000,"You have 339 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Swasti Saree Draping & Mehndi Studio,Stylist,Thiruvananthapuram,917012159920.0,4.9,337.0,,,,none,,,100,195000,"You have 337 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Toni&guy Essensuals Guruvayur, Pancharamukku",Hairdresser,Guruvayur,919497611234.0,4.9,335.0,,https://instagram.com/toniandguyguruvayur,,social_only,,,88,195000,"You have 335 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
LASH Bridal & Family Beauty Salon,Beauty Parlour,Kottiyam,917559947405.0,4.9,331.0,,,,none,,,98,195000,"You have 331 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Lakme Academy,Beauty School,Thiruvananthapuram,919061390612.0,4.9,327.0,,,http://facebook.com/lakmeacademytrivandrum,social_only,,,90,195000,"You have 327 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Icono Beauty World & Makeover Studio,Beauty Parlour,Kollam,919447978174.0,4.8,327.0,,,https://www.facebook.com/Iconobeautyworld,social_only,,,88,195000,"You have 327 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Aura Beauty Lounge,Beauty Parlour,Kochi,918289808952.0,4.9,322.0,,https://www.instagram.com/aura_beauty_lounge?igsh=MXc0bHFndjRwcG4zcA%3D%3D,,social_only,,,90,195000,"You have 322 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Infinity Beauty Look,Beauty Parlour,Parippally,919207060698.0,4.7,317.0,,,,none,,,98,195000,"You have 317 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
VILLAGE CANOPY | Outdoor Wedding Venue,Wedding Venue,Kochi,919846969508.0,4.7,312.0,,https://www.instagram.com/village_canopy?igsh=NjN3ZmVqcXAwazdq,,social_only,,,90,1170000,"You have 312 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Event Management Company - Riya Events,Event Management Company,Kollam,919847410794.0,5.0,308.0,,,,none,,,98,1560000,"You have 308 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Promise Bride,Boutique,Changuvetty,918606546000.0,4.7,302.0,,,,none,,,98,195000,"You have 302 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Febinji's Saree Draping & Bridal Makeup,Make-up Artist,Guruvayur,918281822205.0,5.0,298.0,,https://www.instagram.com/reel/C-Dl_Hzyezi/?igsh=MXcwdndhYzVvOGZ5Ng%3D%3D,,social_only,,,88,195000,"You have 298 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Dora Bridal And Beauty Salon,Beauty Parlour,Kozhikode,919895228228.0,4.7,295.0,,,,none,,,100,195000,"You have 295 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Wedding Charms Bridal Jewellery Rentals,Jewelry Store,Thrissur,919567896663.0,4.8,293.0,,,,none,,,100,195000,"You have 293 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
IMAGECAFE Wedding&modeling,Wedding Photographer,,919995209144.0,5.0,291.0,,,,none,,,98,585000,"You have 291 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
BLUSH FAMILY SALON,Beauty Parlour,Kottakkal,917025939387.0,4.8,290.0,,https://www.instagram.com/blush_beauty_salon_kottakkal?igsh=MWNhNnI3NDJyYXY4dw%3D%3D,,social_only,,,88,195000,"You have 290 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
