name,category,city,phone,rating,reviews_count,website,instagram,facebook,digital_presence,instagram_followers,facebook_followers,opportunity_score,estimated_ltv,recommended_pitch,tier
Sindhuram Beauty Parlour,Beauty Parlour,Kochi,919447361112.0,4.9,422.0,,,https://www.facebook.com/123645799541417/posts/123685276204136/?flite=scwspnss,social_only,,,90,195000,"You have 422 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Glamac Makeover Studio,Beauty Parlour,Kochi,917306283916.0,4.8,220.0,,https://www.instagram.com/glamac.in?igsh=NzU2Yzk1amQ0MWlv,,social_only,,,90,195000,"You have 220 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Lakme Academy,Beauty School,Thiruvananthapuram,919061390612.0,4.9,327.0,,,http://facebook.com/lakmeacademytrivandrum,social_only,,,90,195000,"You have 327 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Classic Touch Makeover Studio And Ladies Salon,Beauty Parlour,Thiruvananthapuram,919562679000.0,4.9,247.0,,https://www.instagram.com/classic_touch_by_ash/,,social_only,,,90,195000,"You have 247 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"TONI&GUY | Nadakkavu, Calicut",Hairdresser,Kozhikode,919074264953.0,4.9,203.0,,https://www.instagram.com/toniandguynadakkavu/?hl=en,,social_only,,,90,195000,"You have 203 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Makeup Lounge By Eva Bella,Make-up Artist,Kozhikode,917306644284.0,4.8,204.0,,https://www.instagram.com/makeuplounge_by_evabella?igsh=d2kyaWFsODBodTQ5,,social_only,,,90,195000,"You have 204 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Touched Beauty Salon & Bridal Studio,Beauty Parlour,Kozhikode,918606252811.0,4.7,239.0,,https://instagram.com/touched_salon_?igshid=YmMyMTA2M2Y%3D,,social_only,,,90,195000,"You have 239 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Beauty Combs Family Salon,Beauty Parlour,Thodupuzha,917907280763.0,4.9,209.0,,https://instagram.com/beauty_combs,,social_only,,,88,195000,"You have 209 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Girls Corner Salon And Makeup , Nail Art , Beautician Academy",Make-up Artist,Palakkad,919995022888.0,5.0,211.0,,https://instagram.com/edveena_makeupartistry?igshid=NTdlMDg3MTY%3D,,social_only,,,88,195000,"You have 211 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Monaliza Makeup Studio,Make-up Artist,Kakkasseri,919388132080.0,4.8,352.0,,https://instagram.com/monaliza.online?igshid=MzNlNGNkZWQ4Mg%3D%3D,,social_only,,,88,195000,"You have 352 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Handsome Unisex Beauty Parlour& Bridal Make Up,Beauty Parlour,Kanhangad,919539071201.0,4.9,671.0,,https://www.instagram.com/beautyandguy_salon?igsh=ZjR3czc2NjdvZW5o,,social_only,,,88,195000,"You have 671 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Unique Beauty And Spa Kanhangad,Beauty Parlour,Kanhangad,918891691676.0,4.8,1078.0,,https://www.instagram.com/uniquebeautyandspa/,,social_only,,,88,195000,"You have 1078 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Febinji's Saree Draping & Bridal Makeup,Make-up Artist,Guruvayur,918281822205.0,5.0,298.0,,https://www.instagram.com/reel/C-Dl_Hzyezi/?igsh=MXcwdndhYzVvOGZ5Ng%3D%3D,,social_only,,,88,195000,"You have 298 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Ikof Event Designers,Event Management Company,Kadirur,919496351677.0,4.8,214.0,,https://www.instagram.com/p/CU2soibPM48/,,social_only,,,88,1560000,"You have 214 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Toni&guy Essensuals Guruvayur, Pancharamukku",Hairdresser,Guruvayur,919497611234.0,4.9,335.0,,https://instagram.com/toniandguyguruvayur,,social_only,,,88,195000,"You have 335 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Unique Beauty And Spa Kasaragod,Beauty Parlour,Kasaragod,918590916919.0,4.9,365.0,,,https://www.facebook.com/uniquebeautyandspakhd/,social_only,,,88,195000,"You have 365 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Manavatty Makeup Studio,Beauty Parlour,Kottayam,919447897433.0,4.8,410.0,,https://www.instagram.com/manavattymakeupstudio?igsh=YnhmYnd0MXN2N3Nm,,social_only,,,88,195000,"You have 410 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Simi's Bridal Studio & Academy | Celebrity Wedding Makeup Artist & Beautician Course In Kottayam,kerala",Make-up Artist,Kottayam,919495523438.0,4.9,1891.0,,https://www.instagram.com/makeoverby_simifemin?igsh=Y2g5cXVzOG00Mzd6,,social_only,,,88,195000,"You have 1891 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Punarjani's Beauty Lounge Only For Ladies,Beauty Parlour,Kollam,918547128750.0,4.9,275.0,,https://www.instagram.com/punarjanis_?igsh=NzU3Nzl1ZzA4bDNp,,social_only,,,88,195000,"You have 275 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Icono Beauty World & Makeover Studio,Beauty Parlour,Kollam,919447978174.0,4.8,327.0,,,https://www.facebook.com/Iconobeautyworld,social_only,,,88,195000,"You have 327 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Queens Innovation | Beauty Parlour & Makeup Studio In Kannur,Beauty Parlour,Kannur,919847231492.0,4.5,662.0,,https://www.instagram.com/queens_innovation_?igsh=MWR0M3FieXAzeDllaA%3D%3D,,social_only,,,88,195000,"You have 662 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Essensuals By Toni&guy Malappuram,Hair Salon,Malappuram,918089224345.0,4.5,611.0,,https://www.instagram.com/toniandguymalappuram,,social_only,,,88,195000,"You have 611 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
SR Caterers & Events Kollam Kerala,Event Management Company,Kundara,918129708947.0,4.9,200.0,,https://www.instagram.com/sr_caterers_events_kollam?igsh=b2hoeXA5NGhvcG1x,,social_only,,,88,1560000,"You have 200 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Amigos Unisex Makeup Studio & Beauty Spa,Beauty Parlour,Iringaprom,919847880245.0,4.6,592.0,,https://www.instagram.com/amigos_guruvayoor?igsh=MzVna3NrNW92Mmx1,,social_only,,,88,195000,"You have 592 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Natural Beauty Parlour And Makeup Studio,Beauty Parlour,Alakode,919446738784.0,4.7,465.0,,https://www.instagram.com/shalas_natural_makeupstudio/,,social_only,,,88,195000,"You have 465 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Muhabath Catering & Event Management,Caterer,Pulloormukku,919446807488.0,4.8,354.0,,http://www.instagram.com/muhabath_catering_,,social_only,,,88,390000,"You have 354 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
BLUSH FAMILY SALON,Beauty Parlour,Kottakkal,917025939387.0,4.8,290.0,,https://www.instagram.com/blush_beauty_salon_kottakkal?igsh=MWNhNnI3NDJyYXY4dw%3D%3D,,social_only,,,88,195000,"You have 290 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
BLUSH AND GLOW BRIDAL STUDIO MANJERI,Bridal Shop,Manjeri,917559877778.0,4.8,240.0,,https://instagram.com/bridal_rental_collections_?igshid=MDM4ZDc5MmU%3D,,social_only,,,88,195000,"You have 240 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Nice Photography,Wedding Photographer,Palakkad,919645912200.0,4.9,352.0,,https://www.instagram.com/nicephotographykerala/?hl=en,,social_only,,,88,585000,"You have 352 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
La Reine Family Salon & Makeup Studio,Beauty Parlour,Chengannur,919207120002.0,4.7,1775.0,,,http://facebook.com/larefasa,social_only,,,88,195000,"You have 1775 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
VIOLET Unisex Beauty Care & Bridal Makeup Studio,Beauty Parlour,Mavelikara,919847485975.0,4.7,1312.0,,https://www.instagram.com/violet_beauty_care/,,social_only,,,88,195000,"You have 1312 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Ygary Beauty Salon & Makeover Studio,Beauty Parlour,Palakkad,919074643514.0,4.9,1744.0,,https://instagram.com/ygarybridesofficial,,social_only,,,88,195000,"You have 1744 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
My Fairlady Bridal And Groom Makeup Studio,Make-up Artist,Chavakkad,918075562188.0,4.8,1036.0,,https://www.instagram.com/MyFairLadyBeautyMakeOver/,,social_only,,,88,195000,"You have 1036 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Kikki's Home Bake,Cake Shop,Pathanamthitta,919544625555.0,5.0,212.0,,,https://www.facebook.com/kikkishomebake/,social_only,,,88,195000,"You have 212 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Revive Bridal Makeup Studio - - Beauty Parlour In Amrita Nagar, Bridal Makeup Ponekkara, Beauty Salon Near Ponekkara",Beauty Parlour,Kochi,919746815926.0,4.5,108.0,,https://instagram.com/revive.makeup_studio,,social_only,,,85,146250,"You have 108 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
ELEGANT MAKEOVER,Make-up Artist,Kozhikode,918086161847.0,5.0,104.0,,https://www.instagram.com/invites/contact/?i=1nbr669pv8a2w,,social_only,,,85,146250,"You have 104 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Bella Makeup Studio,Beauty Parlour,Kochi,919946729917.0,4.9,127.0,,https://instagram.com/bella_makeupstudio_?igshid=YmMyMTA2M2Y%3D,,social_only,,,85,146250,"You have 127 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Hill View Beautyparlour,Beauty Parlour,Thiruvananthapuram,917025646950.0,4.8,119.0,,https://instagram.com/hillview_beautyparlour,,social_only,,,85,146250,"You have 119 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
KANNAKI The Makeover Studio,Beauty Parlour,Thiruvananthapuram,918921591741.0,4.7,155.0,,https://www.instagram.com/kannaki_themakeoverstudio?igsh=MTVobHJmOWpiNHk2aQ%3D%3D,,social_only,,,85,146250,"You have 155 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Varsha's Makeover Studio,Beauty Parlour,Thiruvananthapuram,918943013032.0,5.0,100.0,,https://www.instagram.com/varsha__viswam/profilecard/?igsh=a285YXF0dHAxN2pt,,social_only,,,85,146250,"You have 100 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Bithas Makeover,Beauty Parlour,Kozhikode,918943143822.0,4.7,118.0,,https://www.instagram.com/bithas_makeoverstudio?igsh=MXJ0bmFoZTI1YjZ3cA%3D%3D,,social_only,,,85,146250,"You have 118 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Nimisha’s Makeover Studio,Beauty Parlour,Kozhikode,919846602916.0,5.0,161.0,,https://www.instagram.com/nimisha_makeupartist?igsh=MzRIODBiNWFIZA%3D%3D,,social_only,,,85,146250,"You have 161 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Event Hues,Event Management Company,Kochi,919778483334.0,4.9,161.0,,https://instagram.com/event_hues?igshid=YmMyMTA2M2Y%3D,,social_only,,,85,1170000,"You have 161 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
EVENTORS The Event Factory,Event Management Company,Thiruvananthapuram,919995933351.0,5.0,147.0,,https://www.instagram.com/eventorstvm/,,social_only,,,85,1170000,"You have 147 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Bespoke Wedding Films,Wedding Photographer,Thiruvananthapuram,918593030095.0,4.8,164.0,,,https://www.facebook.com/bespokeweddingfilms/,social_only,,,85,438750,"You have 164 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"THE GEORGE,AC Banquet Hall/auditorium",Banquet Hall,Kochi,919746921155.0,4.6,144.0,,https://www.instagram.com/thegeorge_banquet_hall/,,social_only,,,85,877500,"You have 144 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Signature Events,Wedding Planner,Thiruvananthapuram,918606760653.0,5.0,103.0,,https://www.instagram.com/signature_events_kerala/,,social_only,,,85,1462500,"You have 103 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Bridal Fairy,Florist,Thrissur,919846499377.0,5.0,108.0,,https://www.instagram.com/bridal_fairy/,,social_only,,,85,146250,"You have 108 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Makeup By Rini Alex - MAKEUP • HAIR • BEAUTY Studio,Make-up Artist,Thiruvananthapuram,917356082203.0,4.7,153.0,,https://instagram.com/makeupbyrinialex/,,social_only,,,85,146250,"You have 153 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
One Touch Events -kochi Wedding Planners & Decorators | Kochi Event Planners,Event Planner,Kochi,919567654089.0,4.7,132.0,,https://www.instagram.com/onetoucheventplanners/,,social_only,,,85,1462500,"You have 132 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Angel Beauty Salon,Beauty Parlour,Kochi,918086933217.0,4.8,137.0,,,https://www.facebook.com/Angel-Beauty-Parlour-Vyttila-1803778156539413/,social_only,,,85,146250,"You have 137 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Classic Touch Makeover Studio And Ladies Salon,Beauty Parlour,Thiruvananthapuram,919526579000.0,4.9,151.0,,https://www.instagram.com/classic_touch_vattiyoorkavu?igsh=Z2IzdDZta3F2bW03,,social_only,,,85,146250,"You have 151 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Perfect3 Bridal Make-up - Best Salon In Vyttila,Beauty Parlour,Kochi,919447059081.0,4.6,145.0,,https://instagram.com/rose_an__makeupstudio?igshid=YmMyMTA2M2Y%3D,,social_only,,,85,146250,"You have 145 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Stylehub Family Salon & Makeup Artistry,Beauty Parlour,,919207010488.0,4.8,133.0,,http://www.instagram.com/Stylehubfamilysalon,,social_only,,,83,146250,"You have 133 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Nans Luxury Beauty Lounge,Beauty Parlour,Kanhangad,919188058675.0,4.5,113.0,,https://www.instagram.com/nans_luxury_beauty_lounge/,,social_only,,,83,146250,"You have 113 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
ABJ Wedding Planner,Event Planner,Alappuzha,919447786723.0,4.9,106.0,,https://www.instagram.com/abj_wedding_planner/,,social_only,,,83,1462500,"You have 106 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Janvi Makeovers -makeup Artist In Kottayam,Make-up Artist,Kottayam,917907818241.0,4.9,182.0,,https://www.instagram.com/janvimakeovers__/?hl=en,,social_only,,,83,146250,"You have 182 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Eve Experience Events & Wedding Planner | Kerala,Event Management Company,Kollam,918943696406.0,5.0,199.0,,http://www.instagram.com/eveexperience,,social_only,,,83,1170000,"You have 199 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Deepz Makeup Studio | Salon | Kannur,Beauty Parlour,Kannur,919562782902.0,4.5,139.0,,https://www.instagram.com/deepz_makeup_studio/,,social_only,,,83,146250,"You have 139 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Kannur Mehandi Artist , Henna By Zil",Mehndi Designer,Azhikode South,919961860757.0,5.0,114.0,,https://instagram.com/henna_by_zil,,social_only,,,83,146250,"You have 114 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Dove's Makeover By Le’ Diva Bridal Make Up Artist Guruvayur,Make-up Artist,Guruvayur,919061110879.0,5.0,125.0,,https://instagram.com/doves.makeover,,social_only,,,83,146250,"You have 125 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Dream Girl The Beauty Spot & Bridal Studio,Beauty Parlour,Manjeri,919846679424.0,4.8,143.0,,https://www.instagram.com/dreamgirl_manjeri?igsh=cHN5ZTV2OHhreTZw,,social_only,,,83,146250,"You have 143 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
La Posh Beauty Studio,Beauty Parlour,Kollam,919633999697.0,4.7,145.0,,,https://www.facebook.com/laposhbeautystudio,social_only,,,83,146250,"You have 145 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Face Art Bridal Makeup & Beauty Studio,Beauty Parlour,Thevalakkara,919656703025.0,4.9,149.0,,https://www.instagram.com/p/CTNGzWtpF6i/,,social_only,,,83,146250,"You have 149 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Jez Beaute Professional,Beauty Parlour,Kollam,918714217565.0,4.8,177.0,,,https://www.facebook.com/profile.php?id=100088379775537&mibextid=ZbWKwL,social_only,,,83,146250,"You have 177 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
DE PERFECT BEAUTY STUDIO,Beauty Parlour,Meenambalam,919995483343.0,4.8,152.0,,https://www.instagram.com/de__perfect/,,social_only,,,83,146250,"You have 152 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Event Management - Ayga Events,Event Management Company,Parakkad,919745000588.0,4.6,163.0,,https://instagram.com/aygaevents,,social_only,,,83,1170000,"You have 163 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Silka Tent Event Management Kollam - Destination Wedding Planners Kundara | Kottarakara | Varkala | Germantent & Catering,Event Management Company,Kundara,918547565291.0,5.0,104.0,,https://www.instagram.com/silkatent?igsh=d2l6c3hwcDhpemhx,,social_only,,,83,1170000,"You have 104 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Yara Unisex Salon,Beauty Parlour,Edava,917012736367.0,4.7,140.0,,https://instagram.com/yarasalon_?igshid=OGQ5ZDc2ODk2ZA%3D%3D,,social_only,,,83,146250,"You have 140 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Tania Events - Event Management & Caterers In Alappuzha,Event Management Company,Alappuzha,917025006669.0,4.9,126.0,,,https://www.facebook.com/Taniaeventmanagement/,social_only,,,83,1170000,"You have 126 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
NIXTUDIO BRIDAL SUITE,Make-up Artist,Pala,917034726402.0,4.6,114.0,,https://instagram.com/nixtudio_,,social_only,,,83,146250,"You have 114 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
NKV KOHINOOR CATERING & EVENTS,Caterer,Kunnumpuram,918590887825.0,4.7,125.0,,https://www.instagram.com/kohinoorevents_?igsh=MTg0b200ZTNpYTZuYw%3D%3D,,social_only,,,83,292500,"You have 125 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Zelebrae Bridal Rental Shop Manjeri,Bridal Shop,Manjeri,918590369503.0,4.9,168.0,,https://www.instagram.com/zelebrae_bridal_rental_manjeri?igsh=NnhwNzJ4amNmMDF6,,social_only,,,83,146250,"You have 168 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
SUJANI SURESH MAKEUP ARTIST,Make-up Artist,Ernakulam,919095940284.0,4.9,166.0,,https://www.instagram.com/sujani_suresh.mua?igsh=MXc5Z2ZmdWw0NWlnag%3D%3D,,social_only,,,83,146250,"You have 166 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Lensart Photography,Photography Studio,Thodupuzha,919605668634.0,4.8,137.0,,https://www.instagram.com/lensart_cinemas?igsh=MXR0NWhmMGF6dWQ4ZQ%3D%3D,,social_only,,,83,146250,"You have 137 happy clients with a 4.8 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Golden Frames Event Managment.llp,Event Management Company,Malappuram,918547157785.0,5.0,177.0,,https://www.instagram.com/goldenframesevents/,,social_only,,,83,1170000,"You have 177 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Lakshmi Bridal Makeup,Make-up Artist,Ernakulam,919656573357.0,4.9,137.0,,https://instagram.com/lakshmibridalmakeup,,social_only,,,83,146250,"You have 137 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Nandhanam Beauty Parlour & Bridal Studio,Beauty Parlour,Parali,919846139926.0,4.9,139.0,,https://instagram.com/nandhanam_beauty_parlour,,social_only,,,83,146250,"You have 139 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Deegh's Spa Beauty Parlour,Beauty Parlour,Mananthavady,917902322563.0,4.7,104.0,,https://instagram.com/deeghsspa?igshid=MzRlODBiNWFlZA%3D%3D,,social_only,,,83,146250,"You have 104 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
